District Code,DistrictName,School Code,SchoolName,grade span (Oct16),Highest Grade (Oct16),School Category in 2016-17,Students - 10/1/2016,Students In Poverty,Poverty - 10/1/2016,Eligibility as Challenging School for School Year 2017-18
27010,Tacoma,2336,Lyon,PK-5,5,Elementary,360,287,79.72%,Challenging School
27010,Tacoma,2335,Madison Headstart,PK-PK,PK,Elementary,4,4,100.00%,Not eligible - Less than 30 students
27010,Tacoma,2252,Manitou Park,PK-5,5,Elementary,487,399,81.93%,Challenging School
27010,Tacoma,2941,Mann,PK-5,5,Elementary,482,356,73.86%,Challenging School
27010,Tacoma,2376,Mason,6-8,8,Middle,791,261,33.00%,Not eligible - Poverty below threshold
27010,Tacoma,3453,McCarver,PK-5,5,Elementary,409,376,91.93%,Challenging School
27010,Tacoma,3244,Meeker,6-8,8,Middle,647,188,29.06%,Not eligible - Poverty below threshold
27010,Tacoma,3398,Mt Tahoma,9-12,12,High,"1,479","1,065",72.01%,Challenging School
27010,Tacoma,2247,Northeast Tacoma,PK-5,5,Elementary,392,199,50.77%,Not eligible - Poverty below threshold
27010,Tacoma,4109,Oakland High School,9-12,12,High,218,183,83.94%,Challenging School
27010,Tacoma,4283,Pearl Street Center,7-12,12,High,11,11,100.00%,Not eligible - Less than 30 students
27010,Tacoma,2169,Point Defiance,PK-5,5,Elementary,438,185,42.24%,Not eligible - Poverty below threshold
27010,Tacoma,2806,Reed,PK-5,5,Elementary,487,403,82.75%,Challenging School
27010,Tacoma,2039,Remann Hall Juvenile Detention Center,7-12,12,High,34,15,44.12%,Challenging School2
27010,Tacoma,2275,Roosevelt,PK-5,5,Elementary,269,230,85.50%,Challenging School
27010,Tacoma,5169,Science and Math Institute,9-12,12,High,466,178,38.20%,Not eligible - Poverty below threshold
27010,Tacoma,2168,Sheridan,PK-5,5,Elementary,569,470,82.60%,Challenging School
27010,Tacoma,2938,Sherman,K-5,5,Elementary,425,89,20.94%,Not eligible - Poverty below threshold
27010,Tacoma,3498,Skyline,PK-5,5,Elementary,377,231,61.27%,Not eligible - Poverty below threshold
27010,Tacoma,5192,Special Services,PK-12,12,High,63,31,49.21%,Not eligible - Poverty below threshold
27010,Tacoma,2084,Stadium,9-12,12,High,"1,465",472,32.22%,Not eligible - Poverty below threshold
27010,Tacoma,2358,Stanley,PK-5,5,Elementary,290,223,76.90%,Challenging School
27010,Tacoma,2359,Stewart,6-8,8,Middle,329,260,79.03%,Challenging School
27010,Tacoma,1860,Tacoma School of the Arts,9-12,12,High,629,254,40.38%,Not eligible - Poverty below threshold
27010,Tacoma,3448,Truman,6-8,8,Middle,801,461,57.55%,Not eligible - Poverty below threshold
27010,Tacoma,3116,Wainwright,4-6,6,Elementary,268,145,54.10%,Not eligible - Poverty below threshold
27010,Tacoma,2083,Washington Elementary,K-5,5,Elementary,473,99,20.93%,Not eligible - Poverty below threshold
27010,Tacoma,2874,Whitman,PK-5,5,Elementary,420,333,79.29%,Challenging School
27010,Tacoma,3452,Whittier,PK-5,5,Elementary,369,186,50.41%,Not eligible - Poverty below threshold
27010,Tacoma,3246,Wilson,9-12,12,High,"1,302",544,41.78%,Not eligible - Poverty below threshold
14077,Taholah,5032,Taholah Elementary & Middle School,PK-8,8,Middle,115,68,59.13%,Not eligible - Poverty below threshold
14077,Taholah,3580,Taholah High School,9-12,12,High,62,41,66.13%,Challenging School
17409,Tahoma,3937,Cedar River Middle School,6-7,7,Middle,669,105,15.70%,Not eligible - Poverty below threshold
17409,Tahoma,4453,Glacier Park Elementary,K-5,5,Elementary,"1,005",90,8.96%,Not eligible - Poverty below threshold
17409,Tahoma,3286,Lake Wilderness Elementary,PK-5,5,Elementary,"1,214",171,14.09%,Not eligible - Poverty below threshold
17409,Tahoma,4415,Rock Creek Elementary,PK-5,5,Elementary,"1,004",129,12.85%,Not eligible - Poverty below threshold
17409,Tahoma,3589,Shadow Lake Elementary,PK-5,5,Elementary,699,143,20.46%,Not eligible - Poverty below threshold
17409,Tahoma,4556,Tahoma Jr High,8-9,9,Middle,"1,343",179,13.33%,Not eligible - Poverty below threshold
17409,Tahoma,3341,Tahoma Middle School,6-7,7,Middle,594,72,12.12%,Not eligible - Poverty below threshold
17409,Tahoma,2849,Tahoma Senior High School,10-12,12,High,"1,827",199,10.89%,Not eligible - Poverty below threshold
38265,Tekoa,2052,Tekoa Elementary School,PK-6,6,Elementary,101,43,42.57%,Not eligible - Poverty below threshold
38265,Tekoa,3418,Tekoa High School,7-12,12,High,94,50,53.19%,Challenging School
34402,Tenino,2457,Parkside Elementary,PK-2,2,Elementary,323,170,52.63%,Not eligible - Poverty below threshold
34402,Tenino,4238,Tenino Elementary School,3-5,5,Elementary,287,149,51.92%,Not eligible - Poverty below threshold
34402,Tenino,3509,Tenino High School,9-12,12,High,369,156,42.28%,Not eligible - Poverty below threshold
34402,Tenino,3795,Tenino Middle School,6-8,8,Middle,267,131,49.06%,Not eligible - Poverty below threshold
19400,Thorp,2514,Thorp Elem & Jr Sr High,PK-12,12,High,148,70,47.30%,Not eligible - Poverty below threshold
21237,Toledo,5190,Cowlitz Prairie Academy,7-12,12,High,37,21,56.76%,Challenging School
21237,Toledo,2998,Toledo Elementary School,PK-5,5,Elementary,318,160,50.31%,Not eligible - Poverty below threshold
21237,Toledo,2616,Toledo High School,9-12,12,High,251,121,48.21%,Not eligible - Poverty below threshold
21237,Toledo,3977,Toledo Middle School,6-8,8,Middle,177,90,50.85%,Not eligible - Poverty below threshold
24404,Tonasket,3176,Tonasket Elementary School,PK-5,5,Elementary,562,392,69.75%,Not eligible - Poverty below threshold
24404,Tonasket,2679,Tonasket High School,9-12,12,High,340,215,63.24%,Challenging School
24404,Tonasket,4196,Tonasket Middle School,6-8,8,Middle,275,183,66.55%,Challenging School
39202,Toppenish,1508,Computer Academy Toppenish High School,7-12,12,High,149,122,81.88%,Challenging School
39202,Toppenish,2608,Garfield Elementary School,K-5,5,Elementary,407,335,82.31%,Challenging School
39202,Toppenish,4106,Kirkwood Elementary School,K-5,5,Elementary,662,530,80.06%,Challenging School
39202,Toppenish,2635,Lincoln Elementary School,K-5,5,Elementary,420,353,84.05%,Challenging School
39202,Toppenish,5262,NW Allprep,3-12,12,High,455,74,16.26%,Not eligible - Poverty below threshold
39202,Toppenish,2900,Toppenish High School,9-12,12,High,923,802,86.89%,Challenging School
39202,Toppenish,2264,Toppenish Middle School,6-8,8,Middle,884,750,84.84%,Challenging School
39202,Toppenish,1831,Toppenish Pre School,PK-PK,PK,Elementary,55,37,67.27%,Not eligible - Poverty below threshold
39202,Toppenish,4588,Valley View Elementary,K-5,5,Elementary,405,361,89.14%,Challenging School
36300,Touchet,2160,Touchet Elem & High School,PK-12,12,High,205,114,55.61%,Challenging School
8130,Toutle Lake,4264,Toutle Lake Elementary,PK-6,6,Elementary,356,142,39.89%,Not eligible - Poverty below threshold
8130,Toutle Lake,2560,Toutle Lake High School,7-12,12,High,302,117,38.74%,Not eligible - Poverty below threshold
20400,Trout Lake,3062,Trout Lake Elementary,PK-4,4,Elementary,93,0,0.00%,Not eligible - Poverty below threshold
20400,Trout Lake,2676,Trout Lake School,5-12,12,High,139,0,0.00%,Not eligible - Poverty below threshold
17406,Tukwila,3226,Cascade View Elementary,PK-5,5,Elementary,486,417,85.80%,Challenging School
17406,Tukwila,2848,Foster Senior High School,9-12,12,High,934,668,71.52%,Challenging School
17406,Tukwila,2564,Showalter Middle School,6-8,8,Middle,637,478,75.04%,Challenging School
17406,Tukwila,3635,Thorndyke Elementary,PK-5,5,Elementary,397,317,79.85%,Challenging School
17406,Tukwila,3488,Tukwila Elementary,K-5,5,Elementary,537,357,66.48%,Not eligible - Poverty below threshold
17406,Tukwila,5315,Youthsource,9-12,12,High,2,0,0.00%,Not eligible - Poverty below threshold
34033,Tumwater,4500,A G West Black Hills High School,9-12,12,High,874,226,25.86%,Not eligible - Poverty below threshold
34033,Tumwater,4205,Black Lake Elementary,K-6,6,Elementary,532,162,30.45%,Not eligible - Poverty below threshold
34033,Tumwater,4365,East Olympia Elementary,K-6,6,Elementary,577,160,27.73%,Not eligible - Poverty below threshold
34033,Tumwater,4452,George Washington Bush Middle Sch,7-8,8,Middle,529,166,31.38%,Not eligible - Poverty below threshold
34033,Tumwater,2816,Littlerock Elementary School,K-6,6,Elementary,339,119,35.10%,Not eligible - Poverty below threshold
34033,Tumwater,2552,Michael T Simmons Elementary,PK-6,6,Elementary,695,276,39.71%,Not eligible - Poverty below threshold
34033,Tumwater,5014,New Market High School,10-12,12,High,59,12,20.34%,Not eligible - Poverty below threshold
34033,Tumwater,4225,New Market Skills Center,11-12,12,High,134,13,9.70%,Not eligible - Poverty below threshold
34033,Tumwater,3199,Peter G Schmidt Elementary,K-6,6,Elementary,661,257,38.88%,Not eligible - Poverty below threshold
34033,Tumwater,1713,Secondary Options,10-12,12,High,147,48,32.65%,Not eligible - Poverty below threshold
34033,Tumwater,3925,Thurs Co Juv Det/Tumwater West E,6-12,12,High,15,4,26.67%,Challenging School2
34033,Tumwater,3362,Tumwater High School,9-12,12,High,"1,247",320,25.66%,Not eligible - Poverty below threshold
34033,Tumwater,4373,Tumwater Hill Elementary,K-6,6,Elementary,473,133,28.12%,Not eligible - Poverty below threshold
34033,Tumwater,3612,Tumwater Middle School,7-8,8,Middle,481,148,30.77%,Not eligible - Poverty below threshold
39002,Union Gap,2714,Union Gap School,PK-8,8,Middle,650,600,92.31%,Challenging School
27083,University Place,3792,Chambers Elementary,PK-5,5,Elementary,503,230,45.73%,Not eligible - Poverty below threshold
27083,University Place,3179,Curtis Junior High,8-9,9,Middle,946,336,35.52%,Not eligible - Poverty below threshold
27083,University Place,3600,Curtis Senior High,10-12,12,High,"1,477",501,33.92%,Not eligible - Poverty below threshold
27083,University Place,4325,Drum Intermediate,5-7,7,Middle,619,237,38.29%,Not eligible - Poverty below threshold
27083,University Place,4447,Evergreen Primary,PK-4,4,Elementary,529,201,38.00%,Not eligible - Poverty below threshold
27083,University Place,3296,Narrows View Intermediate,5-7,7,Middle,685,288,42.04%,Not eligible - Poverty below threshold
27083,University Place,3601,Sunset Primary,K-4,4,Elementary,422,136,32.23%,Not eligible - Poverty below threshold
27083,University Place,2223,University Place Primary,PK-4,4,Elementary,534,257,48.13%,Not eligible - Poverty below threshold
33070,Valley,1932,Columbia Virtual Academy,K-8,8,Middle,488,3,0.61%,Not eligible - Poverty below threshold
33070,Valley,5223,Paideia High School,9-12,12,High,60,33,55.00%,Challenging School
33070,Valley,5357,Valley Early Learning Center,PK-PK,PK,Elementary,3,1,33.33%,Not eligible - Poverty below threshold
33070,Valley,2405,Valley School,K-8,8,Middle,209,162,77.51%,Challenging School
6037,Vancouver,4406,Alki Middle School,6-8,8,Middle,686,172,25.07%,Not eligible - Poverty below threshold
6037,Vancouver,3080,Benjamin Franklin Elementary,K-5,5,Elementary,374,67,17.91%,Not eligible - Poverty below threshold
6037,Vancouver,4405,Chinook Elementary School,K-5,5,Elementary,718,128,17.83%,Not eligible - Poverty below threshold
6037,Vancouver,3423,Columbia River High,9-12,12,High,"1,221",316,25.88%,Not eligible - Poverty below threshold
6037,Vancouver,4503,Discovery Middle School,6-8,8,Middle,659,478,72.53%,Challenging School
6037,Vancouver,3733,Dwight D Eisenhower Elementary,K-5,5,Elementary,566,246,43.46%,Not eligible - Poverty below threshold
6037,Vancouver,2636,Early Childhood Education Center,PK-PK,PK,Elementary,253,112,44.27%,Not eligible - Poverty below threshold
6037,Vancouver,4075,Felida Elementary School,K-5,5,Elementary,694,96,13.83%,Not eligible - Poverty below threshold
6037,Vancouver,1574,Fir Grove Childrens Center,K-12,12,High,58,42,72.41%,Challenging School
6037,Vancouver,2179,Fort Vancouver High School,9-12,12,High,"1,542","1,137",73.74%,Challenging School
6037,Vancouver,2637,Fruit Valley Elementary School,K-5,5,Elementary,288,243,84.38%,Challenging School
6037,Vancouver,3902,Gaiser Middle School,6-8,8,Middle,892,520,58.30%,Not eligible - Poverty below threshold
6037,Vancouver,1738,Gate Program,12-12,12,High,30,11,36.67%,Not eligible - Poverty below threshold
6037,Vancouver,3424,George C Marshall Elementary,K-5,5,Elementary,401,265,66.08%,Not eligible - Poverty below threshold
6037,Vancouver,2643,Harney Elementary School,K-5,5,Elementary,684,391,57.16%,Not eligible - Poverty below threshold
6037,Vancouver,3735,Harry S Truman Elementary School,K-5,5,Elementary,575,345,60.00%,Not eligible - Poverty below threshold
6037,Vancouver,2690,Hazel Dell Elementary School,K-5,5,Elementary,487,317,65.09%,Not eligible - Poverty below threshold
6037,Vancouver,2610,Hough Elementary School,K-5,5,Elementary,315,175,55.56%,Not eligible - Poverty below threshold
6037,Vancouver,3081,Hudson's Bay High School,9-12,12,High,"1,310",822,62.75%,Challenging School
6037,Vancouver,3543,Jason Lee Middle School,6-8,8,Middle,666,312,46.85%,Not eligible - Poverty below threshold
6037,Vancouver,4591,Jefferson Middle School,6-8,8,Middle,830,220,26.51%,Not eligible - Poverty below threshold
6037,Vancouver,3017,Lake Shore Elementary,K-5,5,Elementary,425,109,25.65%,Not eligible - Poverty below threshold
6037,Vancouver,3932,Lewis and Clark High School,9-12,12,High,86,47,54.65%,Challenging School
6037,Vancouver,2318,Lincoln Elementary School,K-5,5,Elementary,405,225,55.56%,Not eligible - Poverty below threshold
6037,Vancouver,3734,Martin Luther King Elementary,K-5,5,Elementary,492,417,84.76%,Challenging School
6037,Vancouver,3146,Mcloughlin Middle School,6-8,8,Middle,997,788,79.04%,Challenging School
6037,Vancouver,2723,Minnehaha Elementary School,K-5,5,Elementary,544,317,58.27%,Not eligible - Poverty below threshold
6037,Vancouver,5342,Open Doors Vancouver,9-12,12,High,72,31,43.06%,Not eligible - Poverty below threshold
6037,Vancouver,2644,Peter S Ogden Elementary,K-5,5,Elementary,552,400,72.46%,Challenging School
6037,Vancouver,4410,Roosevelt Elementary School,K-5,5,Elementary,641,535,83.46%,Challenging School
6037,Vancouver,4034,Sacajawea Elementary School,K-5,5,Elementary,412,233,56.55%,Not eligible - Poverty below threshold
6037,Vancouver,2964,Salmon Creek Elementary,K-5,5,Elementary,509,161,31.63%,Not eligible - Poverty below threshold
6037,Vancouver,3016,Sarah J Anderson Elementary,K-5,5,Elementary,791,456,57.65%,Not eligible - Poverty below threshold
6037,Vancouver,4504,Skyview High School,9-12,12,High,"1,963",483,24.61%,Not eligible - Poverty below threshold
6037,Vancouver,4524,Vancouver Alternative Programs,8-12,12,High,16,3,18.75%,Not eligible - Poverty below threshold
6037,Vancouver,3556,Vancouver Home Connection,K-12,12,High,214,77,35.98%,Not eligible - Poverty below threshold
6037,Vancouver,5271,Vancouver iTech Preparatory,6-12,12,High,365,107,29.32%,Not eligible - Poverty below threshold
6037,Vancouver,1689,Vancouver School of Arts and Academics,6-12,12,High,590,119,20.17%,Not eligible - Poverty below threshold
6037,Vancouver,5149,Vancouver Virtual Learning Academy,6-12,12,High,433,250,57.74%,Challenging School
6037,Vancouver,2828,Walnut Grove Elementary,K-5,5,Elementary,757,475,62.75%,Not eligible - Poverty below threshold
6037,Vancouver,3565,Washington Elementary,K-5,5,Elementary,354,296,83.62%,Challenging School
17402,Vashon Island,4468,Chautauqua Elementary,PK-5,5,Elementary,563,159,28.24%,Not eligible - Poverty below threshold
17402,Vashon Island,1822,Family Link,K-12,12,High,46,9,19.57%,Not eligible - Poverty below threshold
17402,Vashon Island,3667,McMurray Middle School,6-8,8,Middle,402,81,20.15%,Not eligible - Poverty below threshold
17402,Vashon Island,1938,Student Link,10-12,12,High,23,11,47.83%,Not eligible - Poverty below threshold
17402,Vashon Island,2419,Vashon Island High School,9-12,12,High,594,111,18.69%,Not eligible - Poverty below threshold
34979,WA Military Dept,5302,Washington Youth Academy,9-12,12,High,155,155,100.00%,Challenging School
35200,Wahkiakum,2893,Julius A Wendt Elementary/John C Thomas Middle School,PK-8,8,Middle,318,195,61.32%,Challenging School
35200,Wahkiakum,3467,Wahkiakum High School,9-12,12,High,123,63,51.22%,Challenging School
13073,Wahluke,1981,Developmental Pre-School,PK-PK,PK,Elementary,11,11,100.00%,Not eligible - Less than 30 students
13073,Wahluke,3152,Mattawa Elementary,K-5,5,Elementary,427,424,99.30%,Challenging School
13073,Wahluke,5120,Mattawa Elementary Pre-School,PK-PK,PK,Elementary,11,11,100.00%,Not eligible - Less than 30 students
13073,Wahluke,4222,Morris Schott Elementary,K-5,5,Elementary,289,286,98.96%,Challenging School
13073,Wahluke,4490,Saddle Mountain Elementary,K-5,5,Elementary,571,557,97.55%,Challenging School
13073,Wahluke,1835,Sentinel Tech Alt School,9-12,12,High,39,37,94.87%,Challenging School
13073,Wahluke,4254,Wahluke High School,9-12,12,High,562,545,96.98%,Challenging School
13073,Wahluke,5144,Wahluke Junior High,6-8,8,Middle,562,555,98.75%,Challenging School
36401,Waitsburg,2174,Preston Hall Middle School,6-8,8,Middle,57,36,63.16%,Challenging School
36401,Waitsburg,2712,Waitsburg Elementary School,PK-5,5,Elementary,127,69,54.33%,Not eligible - Poverty below threshold
36401,Waitsburg,2386,Waitsburg High School,9-12,12,High,115,43,37.39%,Not eligible - Poverty below threshold
36140,Walla Walla,2407,Alternative Education Program,9-12,12,High,88,31,35.23%,Not eligible - Poverty below threshold
36140,Walla Walla,2074,Berney Elementary School,K-5,5,Elementary,422,178,42.18%,Not eligible - Poverty below threshold
36140,Walla Walla,4193,Blue Ridge Elementary,PK-5,5,Elementary,370,323,87.30%,Challenging School
36140,Walla Walla,2528,Edison Elementary School - Walla Walla,K-5,5,Elementary,425,321,75.53%,Challenging School
36140,Walla Walla,3510,Garrison Middle School,6-8,8,Middle,589,313,53.14%,Not eligible - Poverty below threshold
